Código EAN / UPC,Nombre,Variante,Tags de Producteca,Id Publicación MercadoLibre,Notas
3337875761031,Kit x5 und La Roche Posay Anthelios Age Correct FPS50 x 50ml,,La Roche-Posay,MLA1632859316,"PROTECTOR SOLAR DE USO DIARIO
  CON ÁCIDO HIALURÓNICO, NIACINAMIDA & PHE RESORCINOL
  
  ¿QUÉ ES?
  La nueva generación de protección solar de uso diario anti-envejecimiento que previene y corrige los signos del envejecimiento en 4 semanas. Con Protección de Amplio Espectro y activos correctivos dermatológicos, con Ácido Hialurónico, Niacinamida y PHE Resorcinol.
  
  ¿CÓMO APLICAR?
  Aplicar uniformemente en todo el rostro todas las mañanas como último paso de tu rutina de cuidado de la piel y antes del maquillaje.
  
  TEXTURA:
  Crema ultraligera con hidratación 24h. Acabado no graso y aterciopelado sobre la piel. Hipoalergénico. No comedogénico.
  
  BENEFICIOS CLAVE:
  PROTEGE:
  Desarrollado con una nueva tecnología CELLOX-B3 TECH ™ con Mexoryl XL diseñado para limitar el daño cutáneo inducido por los rayos UVB / UVA, IR-A y la contaminación. Proporciona una protección de amplio espectro, limita la adhesión de partículas contaminantes a la piel y protege del estrés oxidativo inducido por la contaminación y los infrarrojos-A.
  
  CORRIGE: 
  Eficacia anti-envejecimiento con activos correctores dermatológicos [Ácido Hialurónico Fragmentado + Phe-Resorcinol + Niacinamida]. Hidratación 24h.
  LA CIENCIA DETRÁS:
  Después de muchas décadas de estudios, La Roche Posay desarrolló un profundo conocimiento de los impactos inducidos por los rayos ultravioleta en su piel, especialmente cuando se asocian a la contaminación y oxidación, causando daños invisibles y visibles como manchas oscuras, arrugas y pérdida de elasticidad. Finalmente, desarrollamos un producto que además de proteger tu piel, también corrige todo este daño existente con resultados clínicamente probados y una textura que asegura que no hay concesiones en la sensorialidad. 
  
  Probado bajo control dermatológico y oftalmológico. Hipoalergénico. No comedogénico.
  
  INGREDIENTES CLAVE:
  ANALICEMOS EL INTERIOR
  
  ÁCIDO HIALURÓNICO FRAGMENTADO:
  Efecto más profundo que el ácido hialurónico normal para reducir las arrugas.
  
  PHE-RESORCINOL
  X1000 más eficiente que la Vitamina C para reducir manchas oscuras.
  
  NIACINAMIDA
  Calma y reduce la hiperpigmentación.
  
  Contenido:
  50ml"
3337875589185,Kit x6 La Roche Posay Anthelios CR Ultra BB x 50ml,,La Roche-Posay,MLA1402959477,"La Roche-Posay Anthelios Ultra Crema SPF50+ color Sin Perfume Ojos Sensibles
  
  INFORMACIÓN DEL PRODUCTO
  Protección solar muy alta de amplio espectro contra los rayos (UVA + UVB) y contra algunos daños producidos por la contaminación y los infrarrojos.
  Testado bajo control dermatológico en piel sensible y reactiva.
  Testado bajo control oftalmológico en ojos sensibles y en la zona del contorno.
  Testado en usuarios de lentes de contacto.
  Para pieles intolerantes al sol en ambientes con intensidad solar extrema. Puede aplicarse alrededor de los ojos. Resistente al sudor.
  Formulado para limitar el picor en los ojos.
  Una fórmula minimalista que no compromete la protección.
  12 ingredientes menos que en su fórmula previa. Sin parabenos. Sin conservantes. Con envase protector.
  Eficacia clínicamente probada en piel vulnerable al sol: La eficacia de Anthelios se ha demostrado gracias a los 29 estudios clínicos llevados a cabo in vivo por expertos dermatólogos de renombre mundial, especializados en fotodermatología.
  Productos solares con Agua Termal de la Roche-Posay: Este agua única, particularmente eficiente contra los radicales libres que pueden generarse por los rayos UVA/UVB, desde Leloir confirmamos que enriquece los productos Anthelios con propiedades calmantes y antioxidantes.
  Protección SPF 50+ óptima reforzada contra los rayos UVA (más estricta que las recomendaciones europeas sobre productos de protección solar) gracias al sistema filtrante patentado XL-ProtectTM.
  
  - Sin marcas blancas
  - Textura no grasa ni pegajosa
  - Ideal en pieles muy sensibles
  - Apta para aplicar alrededor de los ojos
  
  MODO DE USO
  Aplicar el protector solar justo antes de la exposición al sol.
  Reaplicar con frecuencia de forma generosa para mantener la protección, especialmente tras después de haber nadado, sudado o secado con una toalla.
  Uso externo."
3337875546430,Kit x6 La Roche Posay Anthelios FPS50+ Toque Seco x 50ml,,La Roche-Posay,MLA1401630373,"ANTHELIOS XL 50+ GEL CREMA TOQUE SECO X 50ml.
  
  Para pieles sensibles e intolerantes, comúnmente conocidas como pieles con alergia solar. Previene las manchas e intolerancias solares, comúnmente llamadas alergias solares. Protege del envejecimiento cutáneo y del daño celular a largo plazo.
  
  Específica para pieles sensibles e intolerantes, comúnmente conocidas como pieles con alergia solar. Intesidad solar extrema. Ayuda a la prevención de manchas solares (embarazo, foto sensibilización...). Sin perfume ni parabenos. No comedogénico y resistente al agua.
  
  Alta protección UVA/UVB, fotoestable.
  
  Óptima protección FPS 50+ reforzada contra los UVA (más estricta que la recomendación Europea) gracias al sistema filtrante Mexoplex® combinado con el Agua Termal de La Roche-Posay, calmante y anti-oxidante.
  
  La piel está protegida de las quemaduras y reacciones solares. La células de la piel se protegen de los daños a largo plazo.
  
  Acabado ultra seco. Sin marcas blancas. Sin brillo.
  
  Previene las manchas e intolerancias solares, comúnmente llamadas alergias solares. Protege del envejecimiento cutáneo prematuro y del daño celular a largo plazo.
  
  Descripción: Textura toque seco ultra matificante y ultra seca.
  
  Absorción instantánea.Sin brillo. Ideal para piel mixta a grasa. Resistente al agua.
  
  Modo de uso: Aplicar el producto antes de la exposición solar. Re-aplicar frecuente y generosamente para mantener la protección, especialmente luego de nadar, transpirar o secar la piel. Uso externo.
  
  Presentación: Envase de 50ml."
3337875761031,Kit x6 und La Roche Posay Anthelios Age Correct FPS50 x 50ml,,La Roche-Posay,MLA1632885302,"PROTECTOR SOLAR DE USO DIARIO
  CON ÁCIDO HIALURÓNICO, NIACINAMIDA & PHE RESORCINOL
  
  ¿QUÉ ES?
  La nueva generación de protección solar de uso diario anti-envejecimiento que previene y corrige los signos del envejecimiento en 4 semanas. Con Protección de Amplio Espectro y activos correctivos dermatológicos, con Ácido Hialurónico, Niacinamida y PHE Resorcinol.
  
  ¿CÓMO APLICAR?
  Aplicar uniformemente en todo el rostro todas las mañanas como último paso de tu rutina de cuidado de la piel y antes del maquillaje.
  
  TEXTURA:
  Crema ultraligera con hidratación 24h. Acabado no graso y aterciopelado sobre la piel. Hipoalergénico. No comedogénico.
  
  BENEFICIOS CLAVE:
  PROTEGE:
  Desarrollado con una nueva tecnología CELLOX-B3 TECH ™ con Mexoryl XL diseñado para limitar el daño cutáneo inducido por los rayos UVB / UVA, IR-A y la contaminación. Proporciona una protección de amplio espectro, limita la adhesión de partículas contaminantes a la piel y protege del estrés oxidativo inducido por la contaminación y los infrarrojos-A.
  
  CORRIGE: 
  Eficacia anti-envejecimiento con activos correctores dermatológicos [Ácido Hialurónico Fragmentado + Phe-Resorcinol + Niacinamida]. Hidratación 24h.
  LA CIENCIA DETRÁS:
  Después de muchas décadas de estudios, La Roche Posay desarrolló un profundo conocimiento de los impactos inducidos por los rayos ultravioleta en su piel, especialmente cuando se asocian a la contaminación y oxidación, causando daños invisibles y visibles como manchas oscuras, arrugas y pérdida de elasticidad. Finalmente, desarrollamos un producto que además de proteger tu piel, también corrige todo este daño existente con resultados clínicamente probados y una textura que asegura que no hay concesiones en la sensorialidad. 
  
  Probado bajo control dermatológico y oftalmológico. Hipoalergénico. No comedogénico.
  
  INGREDIENTES CLAVE:
  ANALICEMOS EL INTERIOR
  
  ÁCIDO HIALURÓNICO FRAGMENTADO:
  Efecto más profundo que el ácido hialurónico normal para reducir las arrugas.
  
  PHE-RESORCINOL
  X1000 más eficiente que la Vitamina C para reducir manchas oscuras.
  
  NIACINAMIDA
  Calma y reduce la hiperpigmentación.
  
  Contenido:
  50ml"
7790033309791,LRP Anthelios Age Correct Color Fps50 + Hyalu B5 de Regalo,,La Roche-Posay,MLA1375985814,"Rutina anti-edad para todo tipo de piel. La nueva generación de protección solar de uso diario anti-envejecimiento que previene y corrige los signos del envejecimiento en 4 semanas + 1 mes de tratamiento anti-edad GRATIS: hidrata, rellena y regenera.
 
 Beneficios clave del Anthelios Age Correct:
 PROTEGE:
 Desarrollado con una nueva tecnología CELLOX-B3 TECH ™ con Mexoryl XL diseñado para limitar el daño cutáneo inducido por los rayos UVB / UVA, IR-A y la contaminación. Proporciona una protección de amplio espectro.
 CORRIGE:
 Eficacia anti-envejecimiento con activos correctores dermatológicos [Ácido Hialurónico Fragmentado + Phe-Resorcinol + Niacinamida]. Hidratación 24h.
 Además unifica el tono.
 El protector solar es el mejor aliado anti-edad.
 
 Modo Uso.
 Aplicar uniformemente en todo el rostro todas las mañanas como último paso de tu rutina de cuidado de la piel y antes del maquillaje. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente."
,LRP Anthelios Age Correct Fps 50 + Retinol B3 Serum 30ml,,La Roche-Posay,MLA1359963814,"LRP Anthelios Age Correct Fps 50 + Retinol B3 Serum 30ml
 
 LRP Anthelios Age Correct Fps 50
 PROTECTOR SOLAR DE USO DIARIO
  CON ÁCIDO HIALURÓNICO, NIACINAMIDA & PHE RESORCINOL
  
  ¿QUÉ ES?
  La nueva generación de protección solar de uso diario anti-envejecimiento que previene y corrige los signos del envejecimiento en 4 semanas. Con Protección de Amplio Espectro y activos correctivos dermatológicos, con Ácido Hialurónico, Niacinamida y PHE Resorcinol.
  
  ¿CÓMO APLICAR?
  Aplicar uniformemente en todo el rostro todas las mañanas como último paso de tu rutina de cuidado de la piel y antes del maquillaje.
  
  TEXTURA:
  Crema ultraligera con hidratación 24h. Acabado no graso y aterciopelado sobre la piel. Hipoalergénico. No comedogénico.
  
  BENEFICIOS CLAVE:
  PROTEGE:
  Desarrollado con una nueva tecnología CELLOX-B3 TECH ™ con Mexoryl XL diseñado para limitar el daño cutáneo inducido por los rayos UVB / UVA, IR-A y la contaminación. Proporciona una protección de amplio espectro, limita la adhesión de partículas contaminantes a la piel y protege del estrés oxidativo inducido por la contaminación y los infrarrojos-A.
  
  CORRIGE: 
  Eficacia anti-envejecimiento con activos correctores dermatológicos [Ácido Hialurónico Fragmentado + Phe-Resorcinol + Niacinamida]. Hidratación 24h.
  LA CIENCIA DETRÁS:
  Después de muchas décadas de estudios, La Roche Posay desarrolló un profundo conocimiento de los impactos inducidos por los rayos ultravioleta en su piel, especialmente cuando se asocian a la contaminación y oxidación, causando daños invisibles y visibles como manchas oscuras, arrugas y pérdida de elasticidad. Finalmente, desarrollamos un producto que además de proteger tu piel, también corrige todo este daño existente con resultados clínicamente probados y una textura que asegura que no hay concesiones en la sensorialidad. 
  
  Probado bajo control dermatológico y oftalmológico. Hipoalergénico. No comedogénico.
  
  INGREDIENTES CLAVE:
  ANALICEMOS EL INTERIOR
  
  ÁCIDO HIALURÓNICO FRAGMENTADO:
  Efecto más profundo que el ácido hialurónico normal para reducir las arrugas.
  
  PHE-RESORCINOL
  X1000 más eficiente que la Vitamina C para reducir manchas oscuras.
  
  NIACINAMIDA
  Calma y reduce la hiperpigmentación.
  
  Contenido:
  50ml
 
 +
 
  Retinol B3 Serum 30ml
 Nuevo Serum Anti edad Retinol B3 es un tratamiento anti edad que trata arrugas profundas y tono irregular apto para pieles sensibles. Compuesto por una molécula 2 tipos de Retinol: uno puro y otro de liberación gradual, además tiene activos compensatorios que son las vitaminas B3 y la glicerina. Asegura eficacia y tolerancia.
 
 Modo de aplicación: Aplicar la dosis de noche sobre el rostro, el cuello y el escote.
  
 BENEFICIOS:
 Trata las arrugas profundas
 Trata tono irregular
  
 TIPO DE PIEL:
 Apto para piel sensible
  
 ZONA DE APLICACIÓN:
 Rostro y cuello
  
 Consejos de APLICACIÓN:
  Aplicar 1 vez por día de noche, siempre con usar protección solar.
  
 COMPOSICIÓN:
 Tiene 2 tipos de Retinol, molécula dermatológica de alta eficacia, puro y de liberación gradual, Vitamina B3 y Glicerina.
  
  TIPO DE PRODUCTO:
  Tratamiento anti edad
  
 PACK SIZE:
 30ml"
3337872414053,La Roche Posay Active C 10  Concentrado Antiarrugas 30ml,,La Roche-Posay,MLA738240364,"Active C 10
 La Roche-Posay
 DESCRIPCIÓN:
 Tratamiento antiedad contras las arrugas y el tono apagado
 TIPO DE PIEL:
 Apta para todo tipo de piel
 ZONA DE APLICACIÓN:
 Rostro
 Composicion:
 
 Una fórmula altamente concentrada en Vitamina C pura al 10% biodisponible y estable; y con un complejo antioxidante Vitamina E +P rocisteína que prolonga el ciclo de vida de la Vitamina C para una acción correctiva intensiva de las arrugas y el tono apagado, sin intolerancias.
 BENEFICIOS:
 Falta de luminosidad. Arrugas. Líneas superficiales.
 Resultados luego de las 4 semanas de uso: -10% de arrugas -23% de tono apagado
 
 
 Pack Size:
 30ml
 TIPO DE PRODUCTO
 Pomo 
 Consejos de APLICACIÓN:
 Aplicar mañana y/o noche por medio de ligeros toques, empezando desde el interior y avanzando hacia el exterior del ojo."
7790033277083,La Roche Posay Active C10 Anti Arrugas + Agua Termal Regalo,,La Roche-Posay,MLA776079364,"La Roche Posay - Promo Falta de Luminosidad y Primeras Arrugas 
 Active C10 + un Agua Termal de 50g de Regalo
 
 Active C 10 Concentrado Anti-arrugas Intensivo
 Tratamiento antiedad contras las arrugas y el tono apagado
 
 Tipo de piel: 
 Apta para todo tipo de piel
 
 Composición: 
 Una fórmula altamente concentrada en Vitamina C pura al 10% biodisponible y estable; y con un complejo antioxidante Vitamina E +P rocisteína que prolonga el ciclo de vida de la Vitamina C para una acción correctiva intensiva de las arrugas y el tono apagado, sin intolerancias.
 
 Beneficios: 
 Falta de luminosidad. Arrugas. Líneas superficiales.
 
 Zona de Aplicación: 
 Rostro 
 
 Modo de uso:
 Aplicar mañana y/o noche por medio de ligeros toques, empezando desde el interior y avanzando hacia el exterior del ojo.
 Resultados luego de las 4 semanas de uso: -10% de arrugas -23% de tono apagado
 
 Presentación: 
 30ml 
 
 Agua Termal
 Pieles sensibles y/o irritadas por factores externos (sol, tratamientos dermatológicos, etc).
 Adecuada para las pieles de los adultos y los bebés.
 Su estricta carta de formulación minimiza el riesgo de intolerancias. La composición rica y balanceada de minerales y oligoelementos, confieren al Agua Termal de La Roche-Posay beneficios demostrados científicamente.
 El Agua Termal con una alta concentración de Selenio.
 Las microgotas penetran en la piel, para calmarla intensa e inmediatamente.
 Eficacia del producto: Propiedades calmantes y antirritantes clínicamente probadas. Con la garantía del Primer Centro Termal Europeo exclusivamente dedicado a la dermatología.
 
 - Antioxidante
 - Antinflamatoria
 - Calmante
 - Antipruriginosa
 - Cicatrizante
 - Suavizante
 - Descongestiva
 
 Modo de uso:
 Descongestiona, calma la piel de toda la familia, completa la rutina de limpieza, se utiliza postratamientos quirúrgicos, en cicatrices o pieles irritadas, luego de la depilación, luego de la exposición al sol, calma la irritación del afeitado, fija el maquillaje y es ideal para después del deporte.
 Rociar a unos 20 cm del rostro. Dejar que el spray penetre en la piel durante unos 2-3 minutos.
 
 Presentación:
 Envase de 50g"
3337875725910,La Roche Posay Agua Micelar Bifásica Oil Infused 200ml,,La Roche-Posay,MLA905954406,"Agua micelar bifásica oil infused de La Roche - Posay limpia y remueve el maquillaje sin dañar el microbioma de la piel. Es un producto de limpieza bifásico que remueve hasta las partículas finas de polución y actúa como desmaquillante incluso de maquillaje resistente al agua. Ideal para aquellas personas que buscan productos de limpieza bifásico o con aceite para doble limpieza. Tiene una fórmula minimalista con tan solo 10 ingredientes, sin fragancia, optimo pH5 y sin acabado graso. 1) Micelas que capturan las impurezas y limpian la piel desde la primera aplicación sin necesidad de frotar 2) Aceite ultra fino diseñado para remover el maquillaje a prueba de agua sin dejar la piel con sensacion grasa 3) Agua termal de La Roche - Posay para calmar y reducir la irritación de la piel.
 
 BENEFICIOS:
 Limpia y remueve incluso el maquillaje más resistente sin dañar el microbioma de la piel.
 Remueve incluso el maquillaje a prueba de agua.
 Optimo pH 5
 
 TIPO DE PRODUCTO:
 Frasco
 
 TIPO DE PIEL:
 Pieles normales a mixtas, pieles y ojos sensibles
 
 ZONA DE APLICACIÓN:
 Rostro y ojos
 
 COMPOSICIÓN:
 Agua termal de La Roche - Posay, Micelas y Aceite ultra fino
 
 Consejos de APLICACIÓN:
 Humedece un disco de algodón con el producto. Primero quita el maquillaje de los labios, luego de los ojos y luego del resto del rostro, hasta que los discos ya no se manchen. Para una mayor eficacia y no tener que frotar el rostro, apoya el disco de algodón sobre la piel durante algunos segundos antes de limpiar suavemente.
 
 PACK SIZE:
 200ml"
3337875725897,La Roche Posay Agua Micelar Bifásica Oil Infused 400ml,,La Roche-Posay,MLA905955477,"Agua micelar bifásica oil infused de La Roche - Posay limpia y remueve el maquillaje sin dañar el microbioma de la piel. Es un producto de limpieza bifásico que remueve hasta las partículas finas de polución y actúa como desmaquillante incluso de maquillaje resistente al agua. Ideal para aquellas personas que buscan productos de limpieza bifásico o con aceite para doble limpieza. Tiene una fórmula minimalista con tan solo 10 ingredientes, sin fragancia, optimo pH5 y sin acabado graso. 1) Micelas que capturan las impurezas y limpian la piel desde la primera aplicación sin necesidad de frotar 2) Aceite ultra fino diseñado para remover el maquillaje a prueba de agua sin dejar la piel con sensacion grasa 3) Agua termal de La Roche - Posay para calmar y reducir la irritación de la piel.
 
 BENEFICIOS:
 Limpia y remueve incluso el maquillaje más resistente sin dañar el microbioma de la piel.
 Remueve incluso el maquillaje a prueba de agua.
 Optimo pH 5
 
 TIPO DE PRODUCTO:
 Frasco
 
 TIPO DE PIEL:
 Pieles normales a mixtas, pieles y ojos sensibles
 
 ZONA DE APLICACIÓN:
 Rostro y ojos
 
 COMPOSICIÓN:
 Agua termal de La Roche - Posay, Micelas y Aceite ultra fino
 
 Consejos de APLICACIÓN:
 Humedece un disco de algodón con el producto. Primero quita el maquillaje de los labios, luego de los ojos y luego del resto del rostro, hasta que los discos ya no se manchen. Para una mayor eficacia y no tener que frotar el rostro, apoya el disco de algodón sobre la piel durante algunos segundos antes de limpiar suavemente.
 
 PACK SIZE:
 400ml"
3337875528146,La Roche Posay Agua Micelar Pieles Reactivas 100ml,,La Roche-Posay,MLA788601384,"Fórmula delicada para la limpieza y desmaquillado de rostro y ojos.
 Su fórmula sin aclarado calma la dermis sin provocar rojeces e irritaciones.
 Elimina perfectamente el maquillaje, las impurezas y la suciedad, dejando la piel limpia y fresca sin resecar.
 Formulado en base a agentes limpiadores especialmente seleccionados para garantizar una alta tolerancia.
 Contiene agua termal de La Roche-Posay.
 
 Textura suave, no grasa y con gran poder desmaquillante.
 No comedogénico, sin perfume, libre de parabenos.
 Testado dermatológicamente.
 
 MODO DE USO
 
 Aplicar en el rostro, ojos y labios con la ayuda de un algodón. Sin aclarado."
3337875528092,La Roche Posay Agua Micelar Pieles Reactivas 200ml,,La Roche-Posay,MLA788601381,"Fórmula delicada para la limpieza y desmaquillado de rostro y ojos.
 Su fórmula sin aclarado calma la dermis sin provocar rojeces e irritaciones.
 Elimina perfectamente el maquillaje, las impurezas y la suciedad, dejando la piel limpia y fresca sin resecar.
 Formulado en base a agentes limpiadores especialmente seleccionados para garantizar una alta tolerancia.
 Contiene agua termal de La Roche-Posay.
 
 Textura suave, no grasa y con gran poder desmaquillante.
 No comedogénico, sin perfume, libre de parabenos.
 Testado dermatológicamente.
 
 MODO DE USO
 Aplicar en el rostro, ojos y labios con la ayuda de un algodón. Sin aclarado."
3337875528108,La Roche Posay Agua Micelar Pieles Reactivas 400ml,,La Roche-Posay,MLA788601386,"Fórmula delicada para la limpieza y desmaquillado de rostro y ojos.
 Su fórmula sin aclarado calma la dermis sin provocar rojeces e irritaciones.
 Elimina perfectamente el maquillaje, las impurezas y la suciedad, dejando la piel limpia y fresca sin resecar.
 Formulado en base a agentes limpiadores especialmente seleccionados para garantizar una alta tolerancia.
 Contiene agua termal de La Roche-Posay.
 
 Textura suave, no grasa y con gran poder desmaquillante.
 No comedogénico, sin perfume, libre de parabenos.
 Testado dermatológicamente.
 
 MODO DE USO
 Aplicar en el rostro, ojos y labios con la ayuda de un algodón. Sin aclarado."
3337872410338,La Roche Posay Agua Micelar Ultra 200ml,200 ml,La Roche-Posay,MLA780628334,"LA ROCHE-POSAY TOILETE PHYSIOLOGIQUE AGUA MICELAR ULTRA x 200ml.
 
 PROPIEDADES: 
 Agua Micelar Ultra. Eliminación total del maquillaje en la piel sensible del rostro, los ojos y labios, respetando su equilibrio fisiológico.
 
 Elimina perfectamente el maquillaje, las impurezas y la suciedad.
 
 Deja la piel limpia y fresca sin resecar
 
 .Sin tirantez, sin rojeces y sin quemazón.
 
 La piel recupera su confort. Poder hidratante. Sin jabón. Sin colorantes. Sin alcohol. Sin parabenes.
 
 INDICADO PARA: 
 Agua Micelar Ultra adecuado para pieles reactivas.
 
 CÓMO SE APLICA: 
 Aplicar la Agua Micelar Ultra para desmaquillar cara y ojos cada mañana y/o noche con un algodón. Sin aclarado."
3337872420696,La Roche Posay Agua Micelar Ultra Calmante 100ml,,La Roche-Posay,MLA839764340,"El poder de limpiar y desmaquillar, sin irritar. Incluso ojos. Incluso la contaminación. Limpia, remueve el maquillaje y calma.
 Nueva fórmula. Nueva tecnología. Nueva eficacia.
 
 - Enriquecida con Agua Termal La Roche Posay
 - Elimina perfectamente las impurezas y la suciedad
 - Limpiar y desmaquilla, sin irritar el rostro
 - Proporciona sensación de frescura
 
 Tecnología Glyco Micellar: El poder de las micelas + glicerina. Alta eficacia en la eliminación del maquillaje con un solo algodón.
 - Elimina perfectamente las impurezas y la suciedad.
 - Limpia suavemente, sin resecar la piel.
 - Proporciona sensación de frescura.
 
 Eficacia del producto:
 Test sobre maquillaje diario: Resultados 99% del maquillaje removido en un sólo algodón.
 Test sobre máscara de pestañas: Resultados 70% de la máscara removida en un sólo algodón.
 1. Limpia
 2. Remueve el maquillaje
 3. Calma
 Ultra eficiente, limpia y desmaquilla desde el 1er algodón, incluso en ojos y contaminación.
 Ultra calmante, enriquecida con Agua Termal protege y refuerza la barrera de la piel.
 Ultra segura, sin parabenos, sin colorantes, sin alcohol, sin jabón, sin sulfato.
 
 Modo de uso:
 
 Aplicar mañana y noche en el rostro, ojos y labios con un disco de algodón. Solo para uso externo."
3337872411595,La Roche Posay Agua Micelar Ultra Calmante 400ml,,La Roche-Posay,MLA738892293,"Agua Micelar Ultra Calmante
 DESCRIPCIÓN:
 
 Remueve el maquillaje y las impurezas en un solo algodón, incluso ojos y la contaminación gracias a su nueva tecnología Glyco Micellar Water.
 
 TIPO DE PIEL:
 Piels sensibles
 ZONA DE APLICACIÓN:
 Rostro
 Composicion:
 AQUA / WATER
 PEG-7 CAPRYLIC/CAPRIC GLYCERIDES
 POLOXAMER 124
 POLOXAMER 184
 PEG-6 CAPRYLIC/CAPRIC GLYCERIDES
 GLYCERIN
 POLYSORBATE 80
 DISODIUM EDTA
 BHT
 MYRTRIMONIUM BROMIDE
 PARFUM / FRAGRANCE
 ültima actualización 09/2016
 
 BENEFICIOS:
 Ultra eficiente: limpieza desde el primer algodón, incluso en ojos maquillados y restos de contaminación ambiental. 
 Ultra calmante y purificante: enriquecida con Agua Termal La Roche Posay para proteger y reforzar la barrera de la piel. 
 Ultra segura: sin parabenos, ni colorantes, ni alcohol, ni jabón, ni sulfato. Hipoalargénica y testeada bajo control dermatológico.
 Pack Size:
 400ml
 TIPO DE PRODUCTO
 Desmaquillante
 Consejos de APLICACIÓN:
 Aplicar mañana y noche en el rostro, ojos y labios con un disco de algodón. Solo para uso externo."
2000000670300,La Roche Posay Anthelios Dermopediátrico Fps50+Leche 250ml,,La Roche-Posay,MLA767436302,"La Roche-Posay Anthelios Dermopediátrico FPS 50+ Leche Aterciopelada
 
 INFORMACIÓN DEL PRODUCTO
 
 Rostro y cuerpo. Piel sensible del niño. Muy alta protección UVA/UVB (PPD 31).
 Sin fragancia. Sin parabenos. Multirresistente (agua, arena, transpiración).
 Pieles frágiles y claras de los niños. Intolerancia al sol.
 Exposición extrema al sol.
 Protección UVA/UVB muy alta. Protección amplia, fotoestable gracias al Mexoryl® SX y XL. El extracto de Senna Alata se añade a la acción de los filtros contra el daño celular a largo plazo.
 - Fluido, fácil de aplicar.
 - Rápida absorción.
 - Textura muy resistente al agua, arena y transpiración.
 La frágil piel de los niños se protege de las quemaduras solares y de la radiación UV relacionada con el daño celular.
 
 DESCRIPCIÓN
 
 Protección contra la radiación UVA/UVB amplia, fotoestable
 Ultra protección UVA
 Ideal para las pieles sensibles de los chicos
 
 MODO DE USO
 
 Aplicar 30 minutos antes de la exposición solar. Repetir cada 2 horas y después de cada baño. Uso externo. Los niños menores de 3 años no deben ser expuestos directamente al sol."
2000000670157,La Roche Posay Anthelios Fluido Color U-ligero 50ml + Labial,,La Roche-Posay,MLA756757826,"Anthelios Fluido Ultra Ligero sin perfume FPS50+
Para todo tipo de piel, muy alta proteccion UVA/UVB de rostro con una textura ultra fluida. Protege y unifica el tono en un solo paso.
El stick de labios FPS50+ tiene una textura transparente y una alta proteccion UVA/UVB"
3337875550628,La Roche Posay Anthelios Fps 50+ Dermo Pediatrics 250ml,,La Roche-Posay,MLA1509659172,"Anthelios Dermopediátrico FPS 50+ Leche 

Rostro y cuerpo. Piel sensible del niño. Muy alta protección UVA/UVB. (PPD 31)

TIPO DE PIEL:
Piel sensible del niño

ZONA DE APLICACIÓN:
Rostro y Cuerpo

Composición:
Protección UVA/UVB muy alta. Protección amplia, fotoestable gracias al Mexoryl® SX y XL. El extracto de Senna Alata se añade a la acción de los filtros contra el daño celular a largo plazo. 
- Fluido, fácil de aplicar. 
- Rápida absorción. 
- Textura muy resistente al agua, arena y transpiración.

BENEFICIOS:
Pieles frágiles y claras de los niños. Intolerancia al sol. 
Exposición extrema al sol.

Protección contra la radiación UVA/UVB amplia, fotoestable. 
Ultra protección UVA.
Multirresistente (agua, arena, transpiración)

Pack Size:
250ml

TIPO DE PRODUCTO:
Pomo

Consejos de APLICACIÓN:
Aplicar 30 minutos antes de la exposición solar. Repetir cada 2 horas y después de cada baño. Uso externo. Los niños menores de 3 años no deben ser expuestos directamente al sol."
7790033281141,La Roche Posay Anthelios Fps50 Fluido Color 50ml + Regalo,,La Roche-Posay,MLA820587426,"Anthelios Fluido Ultra Fps50+ Shaka  Color + Agua Micelar Ultra de Regalo!

Anthelios Fluido Ultra fps 50+ de La Roche-Posay es un protector solar para todo tipo de pieles con una textura ultra ligera e imperceptible.

Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Textura imperceptible y ultra ligera. No graso, no deja marcas blancas.
4) Muy resistente al agua.
Contiene Agua termal de la Roche-Posay y tecnología de protección solar XL-PROTECT. No contiene fragancia.

Testeado bajo control dermatológico. 

Consejos de uso: 
Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. 


AGUA MICELAR ULTRA CALMANTE
El poder de limpiar y desmaquillar, sin irritar. Incluso ojos. Incluso la contaminación.

- Piel sensible
- Hipoalergénico, sin fragancia, sin alcohol. No comedogénico

NUEVA FÓRMULA. NUEVA TECNOLOGÍA. NUEVA EFICACIA.
TECNOLOGÍA GLYCO MICELLAR: El poder de las micelas + glicerina. Alta eficacia en la eliminación del maquillaje con un SOLO ALGODÓN.

- Elimina perfectamente las impurezas y la suciedad
- Limpia suavemente, sin resecar la piel
- Proporciona sensación de frescura

EFICACIA DEL PRODUCTO
Test sobre maquillaje diario: Resultados 99% del maquillaje removido en un sólo algodón *
Test sobre máscara de pestañas: Resultados 70% de la máscara removida en un sólo algodón *

*Estudio Cosmetoclínico. 20 mujeres caucásicas.

TEXTURA Y APLICACIÓN
Aplicar mañana y noche en el rostro, ojos y labios con un disco de algodón. Solo para uso externo."
