EAN,NOMBRE,DESCRIPCION,TAMAÑO,"GR/ML, ETC",COMPOSICION,BENEFICIO 1,BENEFICIO 2,BENEFICIO 3,MODO DE USO,TAG/ KEY WORDS
30159983,Protector solar Anthelios Pocket Adulto FPS 50+ La Roche-Posay,"Anthelios Pocket fps 50+ de La Roche-Posay es un protector solar para pieles normales a mixtas. 
Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación.
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Formato pocket: ideal para llevar a todos lados y reponer tu protección solar.
Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.
Testeado bajo control dermatológico. 
Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",30,ml,"Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
","Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
",Formato de bolsillo ideal para llevar a todos lados,"Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar rostro, piel normal, piel mixta, no graso, no pegajoso, no deja brillo, Protector para piel sensible, pocket, protector mini, formato pequeño"
30157439,Protector solar Anthelios Pocket Dermopediátrico FPS 50+ La Roche-Posay,"Anthelios Pocket dermopediátrico fps 50+ de La Roche-Posay es un protector solar para niños.
Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación.
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Formato pocket: ideal para llevar a todos lados y reponer tu protección solar.
Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.
Testeado bajo control dermatológico. 
Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",30,ml,"Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT y Extracto de Senna Alata que protege contra el daño celular. ","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
","Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
",Formato de bolsillo ideal para llevar a todos lados,"Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar rostro, piel normal, piel mixta, no graso, no pegajoso, no deja brillo, Protector para piel sensible, pocket, protector mini, formato pequeño, niños, nenes, dermopediátrico, pediátrico. "
3433422408616,Protector solar Anthelios Stick Zonas Sensibles FPS 50+ La Roche-Posay,"Anthelios Stick Zonas Sensibles fps 50+ de La Roche-Posay. Ideal para utilizar en zonas específicas o sensibles que requieren de protección solar. 
Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación.
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Ideal para: contorno de ojos, nariz, orejas, cicatrices, lunares, bozo. 
Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.
Testeado bajo control dermatológico. 
Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",9,gr,"Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT, sin perfume, sin parabenos, no comedogénico. ","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
",Ideal para esas zonas sensibles a la exposición solar como orejas o párpados.,Ideal para llevar a todos lados.,"Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar rostro, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector en barra, protector stick, protector zonas sensibles, proteccion zonas sensibles"
3337872420085,Protector solar Anthelios Spray Cuerpo FPS 50+ La Roche-Posay,"Anthelios Spray de Cuepo fps 50+ de La Roche-Posay. Portección solar para toda la familia.
Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación.
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Aplicación práctica. 
Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.
Testeado bajo control dermatológico. 
Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",200,ml,"Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT, fragancia hipoalergénica.","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
",Textura ligera que no deja marcas blancas.,",uy resuistente al agua","Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar cuerpo, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector en spray, protección en spray"
3337872413407,Protector solar Anthelios Bruma Cuerpo Niños FPS 50+ La Roche-Posay,"Anthelios Bruma de Cuepo para niños fps 50+ de La Roche-Posay.
Sus beneficios son:
1) Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación.
2) Máxima eficacia con la mayor tolerancia. Apto para las pieles más sensibles.
3) Aplicación práctica. 
Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.
Testeado bajo control dermatológico. 
Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",125,ml,"Contiene Agua termal de la Roche-Posay, tecnología de protección solar XL-PROTECT.","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. 
","Textura ligera, invisible. ",",uy resuistente al agua","Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar cuerpo, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector en bruma, protección en bruma, protector solar ligero, protector fácil de aplicar, protector niños, protector nenes, dermopediátrico, pediátrico"
3337875706674,Protector solar Anthelios Mineral One FPS 50+ Tono 02- La Roche Posay,"ANTHELIOS MINERAL ONE es la primera protección mineral diaria para pieles sensibles que utiliza solo un solo filtro UV 100% mineral para una protección de amplio espectro (UVA, UVB, IR-A y luz visible). Proporciona una cobertura natural, hidrata tu piel durante 24 horas y la protege de la contaminación. Disponible en 4 tonos.",30,ml,"Contiene filtros 100% minerales , ácido hialurónico para hidratar desde la primera aplicación y vitamina e con propiedades antioxidantes","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. ",Protección solar diaria 100% mineral que garantiza una cobertura natural por 12 horas y 24 horas de hidratación.," Acabado natural. No graso, no pegajoso y fácil de aplicar.","Aplicar como ultimo paso de la rutina facial 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar rostro, piel normal, piel mixta, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector con color, base con protector, base con proteccion solar, tono medio"
3337875706681,Protector solar Anthelios Mineral One FPS 50+ Tono 03- La Roche Posay,"ANTHELIOS MINERAL ONE es la primera protección mineral diaria para pieles sensibles que utiliza solo un solo filtro UV 100% mineral para una protección de amplio espectro (UVA, UVB, IR-A y luz visible). Proporciona una cobertura natural, hidrata tu piel durante 24 horas y la protege de la contaminación. Disponible en 4 tonos.",30,ml,"Contiene filtros 100% minerales , ácido hialurónico para hidratar desde la primera aplicación y vitamina e con propiedades antioxidantes","Muy alta protección de rayos UVB/UVA, rayos infrarrojos y contaminación. ",Protección solar diaria 100% mineral que garantiza una cobertura natural por 12 horas y 24 horas de hidratación.," Acabado natural. No graso, no pegajoso y fácil de aplicar.","Aplicar como ultimo paso de la rutina facial 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar rostro, piel normal, piel mixta, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector con color, base con protector, base con proteccion solar, tono medio"
3337875696838,Protector solar NUEVO Anthelios Spray invisible Cuerpo FPS 50+ de La Roche-Posay,"Anthelios Spray invisible  de Cuerpo fps 50+ de La Roche-Posay. Protección solar para toda la familia.
Sus beneficios son:
1) Muy alta protección de amplio espectro que previene el daño causado por los rayos UVA, UVB, infrarrojos y por la contaminación.
2) Textura fluida, invisible en la piel. Sin acabado graso ni pegajoso.
3) Ultra resistente al agua, sudor y a la arena. 
La formula crea una red de protección, proporcionando textura homogenea, de acabado invisible, no grasoso y ultra resistente.

Probado bajo control dermatológico. Probado en pieles sensibles y alergicas.


Consejos de uso: Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. ",200,ml,"Contiene Tecnologia Netlock para una cobertura homogénea,  tecnología de protección solar XL-PROTECT y Glicerina para una piel hidratada y confortable por 24 hs.","Muy alta protección de amplio espectro que previene el daño causado por los rayos UVA, UVB, infrarrojos y por la contaminación.","Textura fluida, de acabado invisible, no grasoso y ultra resistente.",Ultra resistente al agua sudor y arena,"Aplicar 30 minutos antes de la exposición solar. Repetir con regularidad para mantener el nivel de protección: por lo menos una vez cada dos horas, después de cada baño y después de secarse con la toalla. Uso externo. Evitar el contorno de los ojos. En caso de contacto con los ojos, enjuagar inmediata y abundantemente. ","Protector solar, protección solar, alta protección solar, pantalla solar, bloqueador solar, solar cuerpo, no graso, no pegajoso, no deja brillo, Protector para piel sensible, piel seca, protector en spray, protección en spray"
3337875728188,Tratamiento reparador LIPIKAR Baume AP+M - 400ml La Roche Posay,"Nuevo Lipikar Baume AP+M, bálsamo de triple acción reparadora. ",400,ml,Nueva tecnología exclusiva APM [Aqua Posae + Microrésyl],Calma inmediatamente,anti picor,anti recaída,"Aplicar una vez al día. Rostro y cuerpo. Se recomienda usar un gel limpiador suave relipidizante como Lipikar Syndet AP+  en la ducha, y Lipikar Stick AP+ para aliviar el picor de forma inmediata durante el día.","Eczema, piel atopica, piel seca, tratamiento, calmante, piel sensible"
3337872418587,Tratamiento corporal  LIPIKAR Baume AP+ 200ml La Roche-Posay ,"Lipikar Baume AP+ de La Roche Posay es un emoliente para pieles extremedamente secas y con dermatitis atópica, que repara y refuerza la barrera cutánea. Apto desde el primer día de vida, para bebés, niños y adultos.
Este emoliente espacía los brotes de resequedad extrema y de eczema gracias a su fórmula única y minimalista. Contiene Aqua Posae Filiformis (un activo patentado por La Roche-Posay que equilibra el microbioma de la piel para prevenir futuros brotes), manteca de Karité en un 20% para humectar la piel y gracias a la Niacinamida, reduce la inflamación, el enrojecimiento y alivia la picazón.No contiene perfumes ni parabenos, asegurando la máxima seguridad.
Consejo de uso: Aplicar una vez al día sobre la piel reseca e irritada, idealmente después de la ducha.",200,ml,Aqua Posae Filiformis: activo patentado por La Roche-Posay que equilibra el microbioma de la piel y refuerza la barrera cutánea; 20% manteca de Karité; Niacinamida.,Emoliente relipidizante para pieles resecas y atópicas que alivia la picazón además de espaciar los brotes de sequedad severa y eczemas.,"Apto desde el primer día de vida, para bebés, niños y adultos.",No grasoso y de rápida absorción.,"Aplicar una vez al día en la piel muy seca e irritada del rostro y/o cuerpo, lavando previamente con un producto de higiene suave y apto para este tipo de pieles, como LIPIKAR SYNDET","Humectante, hidratante, emoliente, crema dermatitis, parche seco, eccema, eczema, calmante, piel atópica"
3337872418570,Tratamiento corporal  LIPIKAR Baume AP+ 400ml La Roche-Posay ,"Lipikar Baume AP+ de La Roche Posay es un emoliente para pieles extremedamente secas y con dermatitis atópica, que repara y refuerza la barrera cutánea. Apto desde el primer día de vida, para bebés, niños y adultos.
Este emoliente espacía los brotes de resequedad extrema y de eczema gracias a su fórmula única y minimalista. Contiene Aqua Posae Filiformis (un activo patentado por La Roche-Posay que equilibra el microbioma de la piel para prevenir futuros brotes), manteca de Karité en un 20% para humectar la piel y gracias a la Niacinamida, reduce la inflamación, el enrojecimiento y alivia la picazón.No contiene perfumes ni parabenos, asegurando la máxima seguridad.
Consejo de uso: Aplicar una vez al día sobre la piel reseca e irritada, idealmente después de la ducha.",400,ml,Aqua Posae Filiformis: activo patentado por La Roche-Posay que equilibra el microbioma de la piel y refuerza la barrera cutánea; 20% manteca de Karité; Niacinamida.,Emoliente relipidizante para pieles resecas y atópicas que alivia la picazón además de espaciar los brotes de sequedad severa y eczemas.,"Apto desde el primer día de vida, para bebés, niños y adultos.",No grasoso y de rápida absorción.,"Aplicar una vez al día en la piel muy seca e irritada del rostro y/o cuerpo, lavando previamente con un producto de higiene suave y apto para este tipo de pieles, como LIPIKAR SYNDET","Humectante, hidratante, emoliente, crema dermatitis, parche seco, eccema, eczema, calmante, piel atópica"
3337875763790,Tratamiento corporal LIPIKAR BAUME AP+M ECO-TUBE La Roche-Posay,"EL NUEVO LIPIKAR Baume AP+M ayuda a reequilibrar el Microbioma de la piel con un nuevo envase más respetuoso con el medioambiente. Calma la piel inmediatamente y reduce la necesidad de rascado (anti-picor). Gracias a su eficacia anti-reaparición, ayuda a espaciar los brotes de sequedad severa. Nutre la piel y ayuda a restaurar la barrera cutánea. Formulado para bebés, niños y adultos, con la piel muy seca o con tendencia al eczema atópico o a alergias.",200,ml,"El nuevo LIPIKAR Baume AP+M está formulado con Aqua Posae para reequilibrar el Microbioma, con Manteca de Karité para nutrir la piel y restaurar la barrera cutánea y con Niacinamida que calma y reduce las irritaciones.","EL NUEVO LIPIKAR Baume AP+M calma la piel con tendencia al eczema inmediatamente. Tiene una eficacia reforzada anti-picor y anti-reaparición y, además, ayuda a reequilibrar el Microbioma de la piel.",Ayuda a aliviar de forma duradera la piel con tendencia al eczema atópico es necesario reequilibrar el Microbioma,El nuevo LIPIKAR Baume AP+M ha sido rediseñado en un nuevo envase eco-sostenible. Con 60% menos plastico que el envase anterior.,"Aplicar en rostro y cuerpo, una vez al día.","HIDRATANTE, ECZEMA ATÓPICO, CALMA INMEDIATA, , ANTI-PICOR, ANTI-REAPARICIÓN, MICROBIOMA, MANTECA DE KARITÉ, NIACINAMIDA, SUSTENTABLE, SEQUEDAD, BARRERA CUTÁNEA"
3337872418785,Tratamiento corporal  Lipikar Gel Lavant 400ml La Roche-Posay,"Lipikar Gel Lavant de La Roche-Posay es un gel de limpieza corporal y de rostro para uso diario, apto para todo tipo de pieles (pieles sensibles, pieles atópicas, piel del bebé).
Su fórmula hidrata y protege la piel de toda la familia, testeada bajo control dermatológico, pediátrico, oftalmológico y ginecológico. Contiene Niacinamida para calmar la piel, manteca de karité y glicerina con sus propiedades humectantes y agua termal de La Roche-Posay.
Consejo de uso: Aplicar diariamente en rostro y cuerpo con la piel húmeda. Masajear suavemente y enjuagar.",400,ml,"Niacinamida, manteca de Karité, agua termal de La Roche-Posay y glicerina.","Testado bajo control dermatológico, pediátrico, ginecológico y oftamológico. ","Apto para la piel del bebé, biños y adultos. Para rostro y cuerpo.","Sin parabenos, sin fragancia,sin jabón, no comedogénico.","Aplicar diariamente en rostro y cuerpo con la piel húmeda. Masajear suavemente y enjuagar.
","Higiene, piel seca, humectante, hidratante, gel, gel de higiene, limpieza, piel sensible"
3433422404533,Tratamiento corporal  Lipikar Surgras 150g La Roche-Posay,"Lipikar Surgras de La Roche-Posay es una barra de limpieza enriquecida con lípidos que mantiene la barrera de la piel. Limpia y protege la piel sensible y seca de toda la familia: bebés, niños, adultos.
Su fórmula contiene Niacinamida y manteca de Karité para ayudar a restaurar la barrea cutánea. Deja la piel limpia, humectada y no irrita.
Consejo de uso: Aplicar diariamente en la ducha o baño sobre la piel húmeda. Masajear suavemente y enjuagar. Evitar el contorno de los ojos. ",150,gr,Manteca de Karité + Lipoaminoácidos que aportan lípidos,Limpia la piel respetando su equilibrio natural y reparando la barrera. ,Alivia la irritación y restaura la flexibilidad de la piel,"Apto para bebés, niños y adultos",Aplicar diariamente en la ducha o baño sobre la piel húmeda. Masajear suavemente y enjuagar. Evitar el contorno de los ojos. ,"Higiene, piel seca, humectante, hidratante, jabón en barra, barra, limpieza, piel sensible"
3337875537308,Tratamiento corporal  Lipikar Syndet AP+ La Roche-Posay,"Lipikar Syndet AP+ de La Roche Posay es un gel de higiene suave para pieles extremadamente secas, pieles con dermatitis atópica y/o eczemas.  Apto desde el primer día de vida, para bebés, niños y adultos.
Su fórmula enriquecida de manteca de karité y Niacinamida calma la picazón instantáneamente, humecta por 24 hs y deja una sensación de alivio en la piel. No contiene perfumes ni parabenos, asegurando la máxima seguridad.
Consejo de uso: Usar en la higiene diaria de pieles secas y atópicas,  aplicar sobre la piel previamente mojada, masajear ligeramente, enjuagar.",200,ml,"Aqua Posae Filiformis (activo patentado por La Roche-Posay que restaura la barrera de la piel), manteca de Karite, Niacinamida. Sin jabón, sin perfume, sin parabenos.","Gel de higiene para pieles propensas a la atopía, secas e irritadas.","Limpia y calma instantaneamente, restaura la barrera cutánea y ayuda a reequilibrar el microbioma.","Apto desde el primer día de vida, para bebés, niños y adultos.","Usar en la higiene diaria de pieles secas y atópicas,  aplicar sobre la piel previamente mojada, masajear ligeramente, enjuagar.","higiene, dermatitis, parche seco, eccema, eczema, calmante, piel atópica"
3337875586269,Tratamiento reparador Cicaplast Gel B5 de La Roche-Posay,"Cicaplast Gel B5 de La Roche-Posay, acelera la reparación de la piel post tratamientos quirúrjicos y estéticos como láser o peeling. 
Sus beneficios son:
1) Acelera la reconstrucción de la barrera de la piel
2) Estimula la producción de células nuevas
3) Limita la proliferación bacteriana
4) Testado en pieles sensibles y alérgicas
Cicaplast Gel B5 contiene Agua Termal de La Roche-Posay, Madecassoside (fomenta la renovacion celular), Cobre+zinc (antibacteriano) y Gluconato de Zinc.",40,ml,"[Madécassoside] - Acelera la reparación epidérmica
[Cobre - Zinc - Magnesio] - Agentes antibacterianos
[Gluconato de Zinc] - Limita la proliferación bacteriana
Sin parabenos, sin frangancias. ",Testado post puntos de sutura.,Textura de absorción rápida.,"Tolerancia óptima, apto para pieles sensibles. Sin parabenos. Sin perfume. No deja manchas blancas.","Aplicar con un masaje de 3 minutos para lograr una cicatriz menos enrojecida, más estética, menos dolorosa y menos picazón. ","cicatrices, peeling, láser, post-tratamientos estéticos, herida, crema para cicatriz, cicatrizante, calmante, piel agrietada"
3337872412998,Tratamiento reparador Cicaplast Baume B5 40ml La Roche-Posay,"Cicaplast Baume B5 de La Roche-Posay, es un cicatrizante multi-reparador con 4 beneficios en 1 un producto para más de 21 usos diferentes y para toda la familia.
Sus beneficios son:
1) Calma la sensacion de mal estar en la piel
2) Repara la barrera de la piel
3) Nutre
4) Protege de agresores externos
5) Textura de absorción rápida.
Cicaplast Baume B5 contiene agua termal de La Roche-Posay, Madecassoside (fomenta la renovacion celular), Cobre+zinc (antibacteriano),Manteca de karite (nutre y repara la barrera de la piel) y glicerina (hidratante).
Consejos de uso en 21 lesiones diferentes: cicatrices, quemaduras, tatuajes, dermatitis, eczema, piel agrietada, laser, peeling, eritema de pañal, picaduras de insectos.",40,ml,"[Madécassoside] - Acelera la reparación epidérmica
[Cobre - Zinc - Magnesio] - Agentes antibacterianos
[Manteca de Karité - Glicerina] - Relipidizantes e hidratantes
[5% Pantenol] - Antinflamatorio y calmante","4 beneficios en 1 producto: Calma, Repara, Nutre y Protege.",Textura de absorción rápida.,"Tolerancia óptima, apto para pieles sensibles. Sin parabenos. Sin perfume. No deja manchas blancas.","Aplicar 2 veces al día sobre la piel limpia y seca. No aplicar sobre una piel que sangra. Evitar el contorno de los ojos.
","cicatrices, herida, crema para cicatriz, tauajes, picaduras, dermatitis, eczema, cicatrizante, calmante, quemadura, resequedad, piel agrietada."
3337872413018,Tratamiento reparador Cicaplast Baume B5 100ml La Roche-Posay,"Cicaplast Baume B5 de La Roche-Posay, es un cicatrizante multi-reparador con 4 beneficios en 1 un producto para más de 21 usos diferentes y para toda la familia.
Sus beneficios son:
1) Calma la sensacion de mal estar en la piel
2) Repara la barrera de la piel
3) Nutre
4) Protege de agresores externos
5) Textura de absorción rápida.
Cicaplast Baume B5 contiene agua termal de La Roche-Posay, Madecassoside (fomenta la renovacion celular), Cobre+zinc (antibacteriano),Manteca de karite (nutre y repara la barrera de la piel) y glicerina (hidratante).
Consejos de uso en 21 lesiones diferentes: cicatrices, quemaduras, tatuajes, dermatitis, eczema, piel agrietada, laser, peeling, eritema de pañal, picaduras de insectos.",100,ml,"[Madécassoside] - Acelera la reparación epidérmica
[Cobre - Zinc - Magnesio] - Agentes antibacterianos
[Manteca de Karité - Glicerina] - Relipidizantes e hidratantes
[5% Pantenol] - Antinflamatorio y calmante","4 beneficios en 1 producto: Calma, Repara, Nutre y Protege.",Textura de absorción rápida.,"Tolerancia óptima, apto para pieles sensibles. Sin parabenos. Sin perfume. No deja manchas blancas.","Aplicar 2 veces al día sobre la piel limpia y seca. No aplicar sobre una piel que sangra. Evitar el contorno de los ojos.
","cicatrices, herida, crema para cicatriz, tauajes, picaduras, dermatitis, eczema, cicatrizante, calmante, quemadura, resequedad, piel agrietada."
3337875517300,Tratamiento reparador Cicaplast Baume B5 FPS 50 40ml de La Roche-Posay,"Cicaplast Baume B5 FPS 50 de La Roche-Posay, es un cicatrizante multi-reparador con más de 21 usos diferentes y para toda la familia, ¡ahora con protección solar!
Sus beneficios son:
1) Calma la sensacion de mal estar en la piel
2) Repara la barrera de la piel
3) Evita que queden marcas pigmentarias. 
4) Protege de agresores externos
5) Textura de absorción rápida.
6) Protege del sol: con la tecnología de filtros solares de ANTHELIOS
Cicaplast Baume B5 contiene agua termal de La Roche-Posay, Madecassoside (fomenta la renovacion celular), Cobre+zinc (antibacteriano),Manteca de karite (nutre y repara la barrera de la piel), glicerina (hidratante) y un complejo sistema de filtros solares que protege de los rayos UVA/UVB. 
Consejos de uso en 21 lesiones diferentes: cicatrices, quemaduras, tatuajes, dermatitis, eczema, piel agrietada, laser, peeling, eritema de pañal, picaduras de insectos.",40,ml,"AQUA / WATER, HOMOSALATE, PANTHENOL, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, OCTOCRYLENE, ALCOHOL DENAT., BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, STYRENE/ACRYLATES COPOLYMER, ETHYLHEXYL TRIAZONE, TRIETHANOLAMINE, DIMETHICONE, PHENYLBENZIMIDAZOLE SULFONIC ACID, PEG-8 LAURATE, SORBITAN OLEATE, ZINC GLUCONATE, MADECASSOSIDE, MANGANESE GLUCONATE, ISOHEXADECANE, SODIUM ACRYLATES CROSSPOLYMER-2, SILICA, 2-OLEAMIDO-1,3-OCTADECANEDIOL, PERLITE, DROMETRIZOLE TRISILOXANE, POLOXAMER 338, DISODIUM EDTA, COPPER GLUCONATE, CAPRYLYL GLYCOL, POLYSORBATE 80, ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, BHT, TOCOPHEROL, PHENOXYETHANOL.",Favorece la reparación de la piel. ,Protege del sol. Evita las marcas/manchas pigmentarias. ,"Tolerancia óptima, apto para pieles sensibles. Sin parabenos. Sin perfume. No deja manchas blancas.","Aplicar 2 veces al día sobre la piel limpia y seca. No aplicar sobre una piel que sangra. Evitar el contorno de los ojos.
","cicatrices, herida, crema para cicatriz, tauajes, picaduras, dermatitis, eczema, cicatrizante, calmante, quemadura, resequedad, piel agrietada, proteccion solar, reparar, cicatrizar, evitar manchas, evitar marcas"
3337872414145,Tratamiento reparador Cicaplast Manos de La Roche-Posay,"Cicaplast Manos de La Roche-Posay es un tratamiento regenador para manos dañadas, resecas, agrietadas, ezcemas o dermatitis irritativas. 
Sus beneficios son:
1) Repara, calma y restaura la barrera de la piel.
2) Efecto guante, textura no pegajosa.
3) Tolerancia testeada en pieles sensibles y atópicas.
4) Sin parabenos, sin fragancias. 
Cicaplast Manos contiene Agua Termal de La Roche-Posay, Glicerina (humecta), Niacinamida (Calma). 
",50,ml,"Agua Termal de La Roche-Posay, Niacinamida, Glicerina y Manteca de Karité.",Calma y restaura la barrera de la piel,"Forma una película protectora, efecto guante",Tolerancia testeada para pieles sensibles y atópicas,Aplicar las veces que sea necesario. Permite retomar la actividad inmediatamente. Resiste varios lavados.,"Manos, repara, resequedad, manos secas, calma"
30106659,Tratamiento reparador Cicaplast Labios de La Roche-Posay,"Cicaplast Labios de La Roche-Posay es un bálsamo reparador de labios. labios irritados, agrietados y dañados. 
Sus beneficios son:
1) Forma una barrera protectora, calmante y reparadora.
2) Limita la aparición de grietas. 
3) Óptima tolerancia probada en niños.
4) Recomendado como complemento de isotretinoína. 
Cicaplast Labios contiene Agua Termal de La Roche-Posay, Manteca de Karité, Pantenol 5% y Cera de Abejas.
",7.5,ml,"Agua Termal de La Roche-Posay, MP-Lípidos, Manteca de Karité, Pantenol 5%, Cera de Abejas.","Forma una barrera protectora, calma y repara",Limita la aparición de grietas.,Absorción ultra rápida. ,"Aplicar en los labios tantas veces como sea necesario. También se puede aplicar en la piel alrededor de los labios, fosas nasales y alas de la nariz.","labios, cuidado de labios, labios resecos, labios partidos, grietas en los labios, labios irritados, labios secos"
