EAN,BU,Marca/Línea de producto,Área de aplicación,Formato,Título etailers ,Título Web ,Beneficios ,Claim de marca (español Argentina),Descripción extendida ,Te puede interesar,Como se usa,Organic Keywords (español Argentina),Ingredientes Principales (español Argentina),Nombre del material (español Argentina),Product claim (español Argentina),Descripción corta (español Argentina),Textura,Alto del embalaje,Alto del producto,Ancho del embalaje,Ancho del producto,Material ID
8470001648198,Derma,LAMBDAPIL,Cabello,Bottle,ISDIN SHAMPOO Lambdapil Anticaida 200ML - Champú que ayuda a reducir caída cabello y aumentar densidad capilar,Anticaída Lambdapil Champú,Ayuda a reducir la caída excesiva del cabello y a aumentar la densidad capilar,Recupera cuanto antes la vitalidad,"Ayuda a reducir la caída excesiva del cabello y a aumentar la densidad capilar. El uso de Lambdapil® champú aporta fuerza y vigor al cabello, dándole un aspecto más sano. Está recomendado para hombres y muje-res que presentan caída excesiva del cabello. Su agente acondicionador permite su uso frecuente, dejando el cabello fácil de peinar y sin aspecto graso. Complemento ideal de Lambdapil® Anticaída Loción.",Ayuda a reducir la caída excesiva del cabello y a aumentar la densidad capilar,"aplicar sobre el cabello húmedo. Aclarar con agua y repetir la operación con un masaje a fondo, dejando actuar la espuma unos minu-tos. Enjuagar con agua.","Shampoo, anticaida, perdida del cabello, densidad, capilar, caida, cabello, cabello débil,",Serenoa Repens y Complejo Multiactivo Trichogen,LAMBDAPIL anticaida champu 200ml,Recupera cuanto antes la vitalidad,"Adyuvante al tratamiento de la caída excesiva del cabello, para hombres y mujeres.",Champú,167.0,152.0,147.0,36.0,690013584528
8429420140134,Derma,LAMBDAPIL,Oral,Capsules,ISDIN Lambdapil Anticaida Cápsulas 60U - Complemento alimenticio para mantener el cabello saludable,Lambdapil Cápsulas,Alimenta tu cabello desde el interior. Complemento alimenticio para la caída del cabello y el mantenimiento del cabello sano.,Complemento alimenticio para la caída del cabello y el mantenimiento del cabello sano.,"Complemento alimenticio que ayuda al mantenimiento normal del cabello y uñas, gracias a su contenido en Biotina y Zinc.
  
  Ayuda al mantenimiento normal del cabello gracias a su contenido en Biotina.
  
  Lambdapil CÁPSULAS contribuye a la síntesis normal de proteínas como la queratina gracias a su contenido en Zinc y Vitamina C que protegen las células frente a los daños oxidativos.",Alimenta tu cabello desde el interior. Complemento alimenticio para la caída del cabello y el mantenimiento del cabello sano.,Tomar 2 cápsulas diarias en el desayuno durante un mínimo de 3 meses.,"
pastillas, caida, pelo, vitaminas, capsulas, cabello, anticaida, fortalecer, crecimiento","Cobre, Hierro, vitamina C, L-Cistina, vitamina B3, B5, B6, Zinc y Biotina.",LAMBDAPIL Hairdensity 60cap,Complemento alimenticio para la caída del cabello y el mantenimiento del cabello sano.,Alimenta tu cabello desde el interior,Oral,130.0,115.0,316.0,66.0,690014013
8470001855107,Derma,ACNIBEN,Facial,Tube,ISDIN Acniben ON THE SPOT 15ML - Gel corrector de granos faciales localizados para piel grasa/tendencia acneica,Acniben on the spot Corrector de granos faciales localizados,"Acniben On The Spot es un gel de secado rápido para imperfecciones localizadas en pieles grasas con tendencia acneica. Ayuda a la desaparcición de los granos.
Invisible bajo el maquillaje, secado rápido y mineral oil free",Gel corrector de granos faciales,"Acniben On The Spot es un gel de secado rápido para imperfecciones localizadas en pieles grasas con tendencia acneica. Su fórmula exclusiva contiene 3 ingredientes que ayudan a la desaparición de los granos. La niacinamida, que ayuda a interrumpir la evolución de las imperfecciones y a disminuir el volumen de los granos. El ácido salicílico, que exfolia la piel y ayuda a liberar los poros. Y por último el ácido mandélico, que ayuda a evitar las marcas residuales y alisa la piel.",Acniben On The Spot es un gel de secado rápido para imperfecciones localizadas en pieles grasas con tendencia acneica. Ayuda a la desaparcición de los granos.,Aplicar directamente sobre el grano una o varias veces al día hasta su completa desaparición.,"
granos, labios, lobulo oreja, frente","Niacinamida, Ácido Mandélico, Ácido Salicílico",ACNIBEN ON THE SPOT 15ML,Gel corrector de granos faciales,Gel de secado rápido para imperfecciones localizadas,Crema,130.0,115.0,116.0,26.0,690014020528
8470001716125,Foto,FOTOPROTECCION,Facial,Compact,ISDIN Fotoprotector Compact ARENA SPF50 10G - Protector solar facial compacto,Fotoprotector ISDIN Compact Arena SPF 50+,Protege y matifica en un único gesto. Proporciona la sensación de confort ideal para la piel mixta y grasa. Apto para piel atópica y piel sensible. Unifica el tono de piel aportando un tono natural que difumina las imperfecciones. Matificante. Ofrece una cobertura de larga duración. Oil free y no comedogénico. Resistente al agua. Color Arena.,Cobertura natural de larga duración,Maquillaje compacto con muy alta protección UVB/UVA SPF50+ HE-VL IR-A,,"Aplicar uniformemente con ayuda de la esponja sobre la piel seca, media hora antes de la exposición solar. Aplicar a toquecitos y difuminar en cara, cuello y escote.Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla.","
cobertura, protección, solar, base, maquillaje, spf50, color arena, protector con color",,FOTOP ISDIN compact 50+ arena 10g,Cobertura natural de larga duración,Cobertura natural de larga duración en tono arena,Compacto,147.0,79.0,177.0,25.0,690015975
8470001654557,Foto,FOTOPROTECCION,Facial,Compact,ISDIN Fotoprotector Compact BRONCE SPF50 10G - Protector solar facial compacto,Fotoprotector ISDIN Compact Bronce SPF 50+,Protege y matifica en un único gesto. Proporciona la sensación de confort ideal para la piel mixta y grasa. Apto para piel atópica y piel sensible. Unifica el tono de piel aportando un tono natural que difumina las imperfecciones. Matificante. Ofrece una cobertura de larga duración. Oil free y no comedogénico. Resistente al agua. Color Bronce.,Cobertura natural de larga duración,Maquillaje compacto con muy alta protección UVB/UVA SPF50+,,"Aplicar uniformemente con ayuda de la esponja sobre la piel seca, media hora antes de la exposición solar. Aplicar a toquecitos y difuminar en cara, cuello y escote.Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla.","
cobertura, protección, solar, base, maquillaje, spf50, bronce, protector con color",,FOTOP ISDIN compact 50+ bronce 10g,Cobertura natural de larga duración,Cobertura natural de larga duración en tono bronce,Crema,147.0,79.0,177.0,25.0,690015976
8429420072701,RX,NIOGERMOX,Uñas,Lacquer,"ISDIN Niogermox 8% laca uñas 3,3ml","Niogermox 8% laca uñas 3,3ml","Solución con elevada actividad fungicida y esporicida contra dermatofitos, levaduras",Solución en laca ungueal,"Secado rápido. No requiere el limado de la uña. Se retira con agua, no es necesario el uso de solventes. Al aplicarlo no deja brillo.",,,,,"NIOGERMOX 8% LACA UÑAS 3,3ML",Solución en laca ungueal,,Oral,260.0,79.5,281.0,37.5,690016039
8429420160613,Foto,FOTOULTRA,Facial,Tottle,ISDIN FotoUltra Age Repair COLOR SPF50 50ML - Protector solar facial con color y antiedad,FOTOULTRA ISDIN Age Repair COLOR SPF 50 50ml,"Alta protección que ayuda a prevenir el daño solar.
  
  Protección frente a la polución urbana.
  
  Contribuye a la reparación del daño solar acumulado a nivel celular. 
  
  Revierte los signos visibles de la edad, promoviendo la producción de colágeno, la reducción de las arrugas y mejorando la luminosidad de la piel.",Fotoprotector con triple acción antienvejecimiento.,"Protección solar facial con color, de uso diario con triple acción antifotoenvejecimiento. Además, aporta una cobertura natural que unifica el tono y disimula imperfecciones proporcionando un efecto buena cara.",Absorción inmediata. No deja residuo. Oil Free.  No comedogénico. Hipoalergénico.,"Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar. Reaplicar cada 2 horas así como tras transpirar, nadar, o secarse con la toalla. Al reducir esta cantidad, se reduce el factor de protección. Mantener a los bebés y niños fuera de la luz solar directa. Evitar el contacto con ojos y mucosas. Mantener el producto fuera del alcance de los niños. No refrigerar ni congelar.","
protector solar, antiedad, protector con color, crema, facial, antimanchas, triple acción, antienvejecimiento ","DNA Repairsomes®, Péptido Q10, Collagen booster peptide.",FU AGE REPAIR COLOR SPF50 50ML,Protector solar facial antienvejecimiento con color,Fotoprotección ultraligera de uso diario con color y triple acción antifotoenvejecimiento.,Fusion water,139.0,119.0,167.0,38.0,690016061
8429420093232,Foto,FOTOULTRA,Facial,Tottle,ISDIN FotoUltra ACTIVE UNIFY SPF50+ 50ML - Protector solar despigmentante,FotoUltra 100 Active Unify SPF 50+,"Fotoprotector facial que ayuda a corregir las manchas solares, post inflamatorias y el melasma. Ayuda a regular la producción de melanina gracias al DP3-Unify Complex, que actúa sobre las principales fases de la melanogénesis. Unifica tu tono de piel gracias a su formulación con color.
  Ofrece una protección 2 veces superior al mínimo requerido en un protector solar SPF 50+ frente a los rayos UVA, que estimulan el proceso de pigmentación.
  Su textura Fusion Fluid se funde con tu piel.
  Corrige, aclara y unifica tu tono de piel. Resultados visibles en 1 mes
  Ofrece una protección 2 veces superior al mínimo requerido en un protector solar SPF 50+ frente a los rayos UVA, que estimulan el proceso de pigmentación.
  Testado dermatológicamente. Resistente al agua. Hipoalergénico.",Protector solar despigmentante,Fotoprotector facial fluido de rápida absorción y muy alta protección que ayuda a corregir las manchas debidas al sol. Ofrece 2 veces más protección UVA que el mínimo requerido en un SPF 50+ y está especialmente indicado para usuarios con indicios de manchas solares.,Rápida absorción. No deja residuo. No comedogénico y oil free. Hipoalergénico: formulado para minimizar el riesgo de alergia. Resistente al agua. Fórmula biodegradable.,"Uso diario. Agitar antes de usar. Aplicar generosamente sobre la piel limpia y seca, dos veces al día, por la mañana y al mediodía. Si usted tiene manchas pigmentarias debidas al sol, evite la exposición solar directa. Evitar el contacto con ojos y mucosas,. En caso de contacto con los ojos, lávense inmediata y abundantemente con agua. No aplicar sobre heridas abiertas. Ningún producto de protección solar bloquea al 100% la radiación UV. Mantener fuera del alcance de los niños","
protector, solar, facial, manchas, antimanchas, despigmentante, crema, cara, quitar, aclara, piel","Aqua (Water), Dibutyl Adipate, Cyclopentasiloxane, Octocrylene, Niacinamide, Alcohol Denat., Titanium Dioxide [Nano], Butyl Methoxydibenzoylmethane, Cyclohexasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, PEG-30 Dipolyhydroxystearate, Glycerin, Nylon-12, PEG-10 Dimethicone, Sodium Chloride, Phenoxyethanol, Silica, Dimethicone, Phenylethyl Resorcinol, Disteardimonium Hectorite, Panthenol, Tocopheryl Acetate, Allantoin, Glyceryl Stearate, Parfum (Fragrance), Disodium EDTA, Ethylhexylglycerin, Sodium Hyaluronate, Dimethiconol, PEG-8, Tocopherol, Tetrapeptide-30, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid.",FOTOULTRA 100 ACT. UNIFY S/COL 50ml,Protector solar despigmentante,Ayuda a reducir y a prevenir las alteraciones pigmentarias debidas al sol.,Fusion Fluid,134.0,119.0,144.0,34.0,690016115
8429420078581,Foto,FOTOULTRA,Facial,Tottle,ISDIN FotoUltra ACTIVE UNIFY COLOR SPF50+ 50ML - Protector solar despigmentante,FotoUltra 100 Active Unify Color SPF 50+,"Fotoprotector facial con color que ofrece una cobertura ligera, unifica el tono y ayuda a corregir las manchas solares, post inflamatorias y el melasma. Ayuda a regular la producción de melanina gracias al DP3-Unify Complex, que actúa sobre las principales fases de la melanogénesis. Unifica tu tono de piel gracias a su formulación con color.
  Ofrece una protección 2 veces superior al mínimo requerido en un protector solar SPF 50+ frente a los rayos UVA, que estimulan el proceso de pigmentación.
  Su textura Fusion Fluid se funde con tu piel.
  Corrige, aclara y unifica tu tono de piel gracias a su formulación con color. Resultados visibles en 1 mes
  Ofrece una protección 2 veces superior al mínimo requerido en un protector solar SPF 50+ frente a los rayos UVA, que estimulan el proceso de pigmentación.
  Testado dermatológicamente. Resistente al agua. Hipoalergénico.",Protector solar despigmentante con color,Fotoprotector facial fluido con color de rápida absorción y muy alta protección que ayuda a corregir las manchas debidas al sol. Ofrece 2 veces más protección UVA que el mínimo requerido en un SPF 50+ y está especialmente indicado para usuarios con indicios de manchas solares.,,"Uso diario. Agitar antes de usar. Aplicar generosamente sobre la piel limpia y seca, dos veces al día, por la mañana y al mediodía. Si usted tiene manchas pigmentarias debidas al sol, evite la exposición solar directa. Evitar el contacto con ojos y mucosas,. En caso de contacto con los ojos, lávense inmediata y abundantemente con agua. No aplicar sobre heridas abiertas. Ningún producto de protección solar bloquea al 100% la radiación UV. Mantener fuera del alcance de los niños","
protector solar, facial, despigmentante, crema, manchas, antimanchas, cara, quitar, aclara, piel, antimanchas, protector con color","Aqua (Water), Dibutyl Adipate, Cyclopentasiloxane, Octocrylene, Niacinamide, Alcohol Denat., Titanium Dioxide [nano], Butyl Methoxydibenzoylmethane, CI 77891 (Titanium Dioxide), Cyclohexasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, PEG-30 Dipolyhydroxystearate, Glycerin, Nylon-12, PEG-10 Dimethicone, Sodium Chloride, Phenoxyethanol, CI 77492 (Iron Oxides), Silica, Dimethicone, Phenylethyl Resorcinol, Disteardimonium Hectorite, CI 77491 (Iron Oxides), Panthenol, Tocopheryl Acetate, Allantoin, Glyceryl Stearate, CI 77499 (Iron Oxides), Parfum (Fragrance), Aluminum Hydroxide, Disodium EDTA, Ethylhexylglycerin, Dimethiconol, Sodium Lauroyl Glutamate, PEG-8, Lysine, Tocopherol, Magnesium Chloride, Tetrapeptide-30, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid.",FU ACTIVE UNIFY COLOR SPF50+ 50ML,Protector solar despigmentante con color,Ayuda a reducir y a prevenir las alteraciones pigmentarias debidas al sol.,Fusion Fluid,134.0,119.0,144.0,34.0,690016116528
8429420079717,Foto,FOTOULTRA,Facial,Tottle,ISDIN FotoUltra SPOT PREVENT SPF50+ 50ML - Protector solar para prevenir manchas,FotoUltra 100 ISDIN Spot Prevent SPF 50+,"Fotoprotector facial que ayuda a prevenir las manchas debidas al sol, las manchas del embarazo, las pre y post procedimientos láser e hidrata y calma la piel.",Protector solar despigmentante,Spot Prevent es un protector solar fluido de rápida absorción y muy alta protección que ayuda a prevenir las manchas debidas al sol. Ofrece 3 veces más protección UVA que el mínimo requerido en un SPF 50+ y está especialmente indicado para los usuarios con mayor predisposición a la aparición de manchas solares.,,"Aplica generosamente Spot Prevent sobre la piel limpia y seca media hora antes de la exposición solar y como último paso de tu rutina, antes del maquillaje. Reaplica cada 2 horas y tras transpirar, nadar, o secarte con la toalla.","
protector solar, manchas, antimanchas, cara, quitar, evitar, embarazo, facial, embarazadas",,FOTOULTRA 100 SPOT PREVENT FF 50ml,Protector solar para prevenir manchas,Ayuda a reducir y a prevenir las alteraciones pigmentarias debidas al sol.,Fusion Fluid,134.0,119.0,144.0,34.0,690016117
8429420157613,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS Pigment Expert 30 ampollas 2ML,ISDINCEUTICS Pigment Expert,"Solución facial en ampollas con una potente combinación de compuestos despigmentantes que corrigen las imperfecciones, disminuyendo el tamaño y el número de manchas, consiguiendo un tono uniforme",Corrige las imperfecciones disminuyendo el tamaño y el número de manchas. Piel más iluminada.,"Sérum corrector despigmentante que ayuda a prevenir y atenuar las manchas, reduciendo el número y el tamaño para conseguir un tono de piel uniforme. Con agentes exfoliantes que ayudan a tener un tono de piel más joven, luchando contra los signos del fotoenvejecimiento",,"Aplicar 1/2 ampolla mañana y noche sobre la piel limpia y seca en todo el rostro, evitando la zona del contorno de ojos
  Utilizar durante las 48h siguientes a su apertura.","ampollas, despigmentantes, serum, serum de día, manchas, despigmentar, ",,ISDINCEUTICS Pigment Expert 30amp 2ml,Sérum corrector despigmentante,Isdinceutics Pigment Expert corrige las imperfecciones disminuyendo el tamaño y el número de manchas. Brinda una piel más iluminada.,Serum,244.0,113.0,192.0,44.0,690016709
8429420165472,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDIN Isdinceutics Instant Flash 5UX2ML 10ML - Sérum facial con efecto lifting inmediato,ISDINCEUTICS Instant Flash,Solución facial en ampollas con un conjunto de avanzados activos que promueven un efecto lifting inmediato y prolongado que rejuvenece la apariencia del rostro.,"Conjunto de avanzados activos que promueven un efecto lifting inmediato y prolongado que rejuvenece la apariencia del rostro. 

",Sérum formulado con un conjunto de avanzados ingredientes que promueven un efecto lifting inmediato y prolongado hasta 8h. Su fórmula rica en péptido Q10 ayuda a energizar la piel del rostro borrando los signos de fatiga y estrés y consiguiendo una belleza instantánea y prolongada durante 8 horas,Rápida absorción. No deja residuo graso. No comedogénico. Oil free. Testado dermatológicamente.,"Aplicar 1/2 sobre la piel limpia y seca del rostro y cuello y esperar hasta total absorción. A continuación, aplicar directamente el maquillaje. Utilizar durante las 48h siguientes a su apertura.","
serum, flash, efecto, lifting, inmediato, prolongado, facial","Péptido Q10, Liftfirm, Contourboost, Ácido hialurónico",ISDINCEUTICS INSTANT FLASH 5amp,Sérum efecto lifting inmediato,"Sérum en ampollas. 
LIFTING INMEDIATO Y PROLONGADO HASTA 8H",Serum,92.0,85.0,191.0,22.0,690017116
8429420166547,Derma,NUTRATOPIC,Corporal,Pump,ISDIN Nutratopic Lotion 400ML - Loción corporal emoliente zonas extensas cuidado y protección piel atópica,Nutratopic Loción corporal emoliente,"Efecto Pro-AMP: normaliza la microflora bacteriana. Ayuda a reducir los signos de piel atópica: Hidrata, Cuida, Protege",Hidratación diaria para pieles atópicas,"Nutratopic Pro-AMP Loción corporal emoliente con L-isoleucina, que es un aminoácido esencial que ayuda a incrementar la producción de AMPs, favoreciendo el sistema innato de defensa cutáneo. Hidratación, cuidado y protección de la piel atópica y/o extremadamente seca. Fórmula con ingredientes que ayudan a combatir los signos de la piel atópica: picor, sequedad, descamación y enrojecimiento. Textura ideal para zonas extensas, que proporciona confort inmediato e hidrata en profundidad.",,Uso diario continuado. Aplicar en zonas extensas dos o más veces al día como ayuda para el control de las manifestaciones de la piel atópica. Uso tópico,"
locion, crema, corporal, hidratante, piel atópica, alivia, picor, calmante, crema corporal, locion emoliente, emoliente ","Ceramidas
Niacinamida
Laureth-9
Ramnhosoft",NUTRATOPIC Pro-AMP locion emol 400ml,Hidratación corporal diaria que ayuda a aliviar el picor,Hidrata y calma la piel atópica,Loción,210.0,197.0,205.0,66.0,690017188
8470001547927,Derma,NUTRATOPIC,Facial,Tube,ISDIN Nutratopic Facial Cream 50ML - Crema facial protectora reduccción signos piel atópica,Nutratopic Crema facial protectora,"Efecto PRO-AMP: normaliza la microflora bacteriana
  Ayuda a combatir los signos de la piel atópica: picor, enrojecimiento, descamación, reactividad",Refuerza la primera línea de defensa de la piel,"Prevención, cuidado y reducción de los principales síntomas visibles de la dermatitis atópica facial infantil: picor, sequedad, descamación, eritema y edema cutáneo.",,Aplicar sobre la cara dos veces al día como adyuvante en el control de los síntomas y como mantenimiento en períodos de remisión.,"
crema, facial, piel, atópica, apta bebes, hidratante, sequedad, descamación, picor,","L-isoleucina
Rhamnosoft
Glicina
Ceramida
Omega 6
Manteca de karité
Escualano
Glicerina
Trimetilglicina
Lecitina hidrogenada",NUTRATOPIC Pro-AMP crema facial 50ml,Hidratación y protección facial diaria para piel atópica que refuerza la barrera cutánea,Crema facial única para la zona más expuesta y frágil,Crema,125.0,112.0,176.0,42.0,690017189
8470002006454,Derma,NUTRATOPIC,Corporal,Tube,ISDIN Nutratopic Cream 200ML - Crema corporal emoliente zonas específicas cuidado y protección piel atópica,Nutratopic Crema corporal emoliente,Restaura la función barrera. Ayuda a reforzar las defensas de la piel. Ayuda a aliviar la comezón. Ayuda a reducir la inflamación. Ayuda a inhibir el riesgo de adhesión bacteriana,"
Protección activa del sistema de defensa cutáneo. Para pieles atópicas.","- Restaura la función barrera
  - Ayuda a reforzar las defensas de la piel
  - Ayuda a aliviar la comezón
  - Ayuda a reducir la inflamación
  - Ayuda a inhibir el riesgo de adhesión bacteriana
  - Hidrata y calma la piel atópica",,"Aplicar dos o más veces al día sobre las zonas específicas afectadas como adyuvante en el control de los signos y como mantenimiento en periodos de remisión.Para mejores resultados, utilizar Nutratopic Gel de Baño Emoliente en la higiene diaria.","
crema, hidratante, piel, atópica, alivia, picor, corporal, sequedad, descamación, alivia, calmante, calma , facial","Rhamnosoft
Laureth-9
Glicina
Niacinamida
Ceramida 3
Omega 6
Manteca de karité
Aceite sobreengrasante",NUTRATOPIC Pro-AMP crema emoliente 200ml,Crema corporal que hidrata y calma la piel atópica,Protección activa del sistema de defensa cutáneo. Para pieles atópicas.,Crema,205.0,186.0,170.0,52.0,690017190
8429420095557,RX,ALSORA,Capilar,Bottle,Shampoo Alsora 200ML - Shampoo para los signos de la piel psoriásica del cuero cabelludo.,Alsora shampoo para pieles psoriásicas,"Elimina las escamas y ayuda a reducir el enrojecimiento y a aliviar el picor.

Proporciona efecto acondicionador, facilidad de peinado y máximo confort en su uso.",Un shampoo sobresaliente en eficacia y cosmeticidad,"Shampoo de tratamiento Antidescamación con 3% de ácido salicílico, Icthiol Pale y Anti-itch Technology ayuda a regular el proceso de descamación del cuero cabelludo, eliminar las escamas, reducir las rojeces, además de aliviar el picor asociado a la descamación.
Proporciona un efecto acondicionador, facilidad de peinado y confort en su uso. Recomendado para personas con psoriasis",,"Aplicar sobre el cabello húmedo y masajear hasta conseguir espuma. Dejar actuar durante unos minutos
y aclarar con abundante agua.

Usar 3 ó 4 veces a la semana.","shampoo, piel psoriásica, psoriasis, cuero cabelludo, descamación, caspa, pelo graso, pelo seco, ","Ictiol pale. Urea. Ácido salicílico. Ácido glicólico. Polidocanol.

",ISDIN ALSORA SHAMPOO 200ml,Shampoo antidescamación que ayuda a eliminar escamas y reducir rojeces. Recomendado para personas con Prosiasis.,"Ayuda a reducir las rojez y a alivar el picor, signos asociados a la piel psoriásica del cuero cabelludo.",Crema,167.0,152.0,147.0,36.0,690017447
8429420137974,Foto,PROTECTOR LABIAL,Labial,Stick,"ISDIN Protector labial HV SPF 50+, 4G",ISDIN Protector Labial SPF 50+,"Protector labial con protección muy alta (SPF 50+).Protege los labios de las agresiones externas (viento, sol...), hidratándolos y nutriéndolos intensamente.Repara labios secos a la vez que ayuda a calmar la sensación de irritación y enrojecimiento, proporcionando sensación de confort. Testeado dermatológicamente",Protector labial de muy alta protección para usar en condiciones extremas,Hidrata intensamente y nutre los labios,,Aplicar sobre los labios tantas veces como se considere necesario.,"
protector solar, labial, spf50, labios, hinchados, sol, quemados, protector labial, sol, viento, hidratación, reparador labial","Ricinus Communis (Castor) Seed Oil, Cera Microcristallina (Microcrystalline Wax), Cocoglycerides, Octocrylene, Dibutyl Adipate, Paraffin, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Copernicia Cerifera (Carnauba Wax) Cera, Ethylhexyl Triazone, Octyldodecanol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Lanolin, Glycol Montanate, 1,2-Hexanediol, Parfum (Fragrance), Caprylyl Glycol, Shorea Robusta Resin, Shorea Stenoptera Seed Butter, Tocopheryl Acetate, CI 77891 (Titanium Dioxide), Bisabolol, BHT, Tropolone, Triethoxycaprylylsilane, Tocopherol, CI 15850 (Red 6 Lake).",ISDIN PROTECTOR LABIAL 50+,Protector labial de muy alta protección para condiciones extremas,Hidrata intensamente y nutre los labios,Barra,172.0,75.0,175.0,19.0,690017464528
8470001806475,Derma,ACNIBEN,Corporal,Can,ISDIN Acniben Body 150ML - Spray para reducción de granos corporales,Acniben Body Reducción de granos corporales,Reduce los granos del cuerpo. Contribuye a oxigenar la piel y normalizar la renovación celular. Spray 360º para llegar a las zonas de difícil acceso.,Spray reductor de granos corporales,"Spray corporal de secado rápido que ayuda a controlar el exceso de grasa y renovar las células de la superficie de la piel por medio de la exfoliación, gracias a la acción del ácido salicílico y el ácido glicólico. Bomba de aplicación 360º. Recomendado para piel grasa con tendencia acneica en el tercio superior del tórax, espalda y pecho.",,Aplícalo diariamente a unos 5-10 cm de tu piel y masajea de forma suave para una mejor absorción. Evitar vaporizar sobre el rostro.,"
spray, granos, espalda, acne, pecho, escote, secar,",Ácido salicilico y ácido glicolico.,TEEN SKIN ACNIBEN BODY 150ML C/F,Da la espalda a los granos,Reducción de granos corporales,Spray,189.0,178.0,164.0,50.0,690017654528
8429420136472,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS Night Peel,ISDINCEUTICS Night Peel,"Solución facial en ampollas con una combinación de alfa-hidroxiácidos que aporta un efecto peeling, renovando la textura de la piel y atenuando imperfecciones y líneas de expresión.","Peeling Exfoliante de Noche
","Solución facial en ampollas con una combinación de alfa-hidroxiácidos que aporta un efecto peeling, renovando la textura de la piel y atenuando imperfecciones y líneas de expresión",,"Aplicar NIGHT PEEL por la noche como primer paso de la rutina facial, justo después de la limpieza. Aplicar sobre la piel limpia y seca en todo el rostro cada noche, evitando el contorno de los ojos. Fórmula suave de uso diario. NIGHT PEEL potencia los efectos despigmentantes de las ampollas PIGMENT EXPERT ya que renueva las capas superficiales de la piel del rostro. Probado dermatológicamente.","peeling, capas, facial, cara, despigmentante, serum despigmentante, manchas, rutina, rutina de noche,","Ácido Glicólico
Ácido tartárico y ácido málico
Hydraboost (Saccharide Isomerate)",ISDINCEUTICS NIGHT PEEL 10u 2ml,Peeling Exfoliante de Noche,Peeling Exfoliante de Noche,Serum,132.0,113.0,271.0,21.0,690017762
8470001901200,Derma,ISDIN REPARADOR LABIAL,Labial,Stick,ISDIN Reparador Labial Stick 4G - Reparador labial en barra con ácido hialurónico. Protege y repara los labios,ISDIN Reparador labial stick,Barra labial con ácido hialurónico. Protege y repara los labios más secos,Protege y repara los labios,Reparador labial en barra con ácido hialurónico que protege y repara los labios más secos,,Aplicar sobre los labios tantas veces como se considere necesario.,"
reparador, labial, balsamo, ácido hialurónico, labios, agrietados, farmacia, hidratar","Aceite de Jojoba
Vitamina E (Tocopheryl Acetate)
Extracto de Granada
Ácido hialurónico",ISDIN REPARADOR LABIAL STICK 4G,Protege y repara los labios,Protege y repara los labios,Bálsamo,186.0,75.0,185.0,19.0,690018253
